2019.03.21.14.29.34.529, INFO   , Logger filename: BB2019_Log_CALA_Practice14_2019.03.21.14.29.34.430.txt
2019.03.21.14.31.10.962, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.03.21.14.31.10.963, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.31.10.963, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.31.10.964, INFO   , Setting hand angle to: 57.0
2019.03.21.14.31.11.346, INFO   , Target acquired
2019.03.21.14.31.11.367, INFO   , Target lost
2019.03.21.14.31.11.620, INFO   , Final hand setpoint: 57.120703125
2019.03.21.14.31.11.620, INFO   , Final hand angle: 58.526953125
2019.03.21.14.31.11.621, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.03.21.14.31.11.888, INFO   , Target acquired
2019.03.21.14.31.11.979, INFO   , Lift Setpoint: 0.0
2019.03.21.14.31.11.979, INFO   , Lift Final Position: 0.6862732495117188
2019.03.21.14.31.11.980, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.03.21.14.31.11.980, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.03.21.14.31.11.997, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.21.14.31.11.998, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.21.14.31.12.578, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.03.21.14.31.12.598, COMMAND, org.usfirst.frc330.commands.ShiftHigh initialized
2019.03.21.14.31.12.600, COMMAND, org.usfirst.frc330.commands.ShiftHigh ended
2019.03.21.14.31.12.618, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.21.14.31.12.888, INFO   , Target lost
2019.03.21.14.31.12.904, INFO   , Target acquired
2019.03.21.14.31.12.960, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.21.14.31.12.960, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.21.14.31.12.979, COMMAND, org.usfirst.frc330.commands.LoadHatch initialized
2019.03.21.14.31.12.982, INFO   , CLosing Claw
2019.03.21.14.31.12.983, INFO   , Turning Roller On: Hatch
2019.03.21.14.31.12.991, INFO   , Target lost
2019.03.21.14.31.13.065, INFO   , Target acquired
2019.03.21.14.31.13.086, INFO   , Target lost
2019.03.21.14.31.13.126, INFO   , Target acquired
2019.03.21.14.31.13.163, INFO   , Target lost
2019.03.21.14.31.13.359, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.03.21.14.31.13.377, COMMAND, org.usfirst.frc330.commands.AutoStear initialized
2019.03.21.14.31.13.378, WARNING, Aiming started with no target!
2019.03.21.14.31.13.380, INFO   , Robot in high gear
2019.03.21.14.31.13.646, INFO   , Target acquired
2019.03.21.14.31.13.705, INFO   , Target lost
2019.03.21.14.31.13.885, INFO   , Target acquired
2019.03.21.14.31.14.286, INFO   , Target lost
2019.03.21.14.31.14.324, INFO   , Target acquired
2019.03.21.14.31.14.344, INFO   , Target lost
2019.03.21.14.31.14.445, INFO   , Target acquired
2019.03.21.14.31.14.543, INFO   , Target lost
2019.03.21.14.31.14.565, INFO   , Target acquired
2019.03.21.14.31.15.641, INFO   , Aiming ended with target at: -0.04461669921875
2019.03.21.14.31.15.641, COMMAND, org.usfirst.frc330.commands.AutoStear interrupted
2019.03.21.14.31.15.658, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.21.14.31.16.088, INFO   , Target lost
2019.03.21.14.31.16.567, INFO   , Target acquired
2019.03.21.14.31.16.746, INFO   , Target lost
2019.03.21.14.31.16.786, INFO   , Target acquired
2019.03.21.14.31.16.843, INFO   , Target lost
2019.03.21.14.31.16.864, INFO   , Target acquired
2019.03.21.14.31.16.906, INFO   , Target lost
2019.03.21.14.31.18.140, INFO   , Turning Roller off
2019.03.21.14.31.18.140, COMMAND, org.usfirst.frc330.commands.LoadHatch interrupted
2019.03.21.14.31.18.159, COMMAND, org.usfirst.frc330.commands.commandgroups.HatchDefense initialized
2019.03.21.14.31.18.160, COMMAND, org.usfirst.frc330.commands.RollerOff initialized
2019.03.21.14.31.18.161, INFO   , Turning Roller off
2019.03.21.14.31.18.161, COMMAND, org.usfirst.frc330.commands.RollerOff ended
2019.03.21.14.31.18.161, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.03.21.14.31.18.163, INFO   , CLosing Claw
2019.03.21.14.31.18.164, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.03.21.14.31.18.164, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.03.21.14.31.18.677, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.03.21.14.31.18.677, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.31.18.678, INFO   , Lift Setpoint: 0.0
2019.03.21.14.31.18.679, INFO   , Lift Final Position: -0.055063020019531256
2019.03.21.14.31.18.679, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.03.21.14.31.18.679, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.31.18.680, INFO   , Setting hand angle to: 57.0
2019.03.21.14.31.18.987, INFO   , Target acquired
2019.03.21.14.31.19.119, INFO   , Final hand setpoint: 57.120703125
2019.03.21.14.31.19.120, INFO   , Final hand angle: 57.296484375
2019.03.21.14.31.19.120, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.03.21.14.31.19.121, COMMAND, org.usfirst.frc330.commands.commandgroups.HatchDefense ended
2019.03.21.14.31.19.139, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.21.14.31.19.139, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.21.14.31.19.687, INFO   , Target lost
2019.03.21.14.31.19.946, INFO   , Target acquired
2019.03.21.14.31.19.980, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.21.14.31.19.997, COMMAND, org.usfirst.frc330.commands.HandOut initialized
2019.03.21.14.31.20.518, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.03.21.14.31.20.537, COMMAND, org.usfirst.frc330.commands.AutoStear initialized
2019.03.21.14.31.20.541, INFO   , Aiming started with target at: 4.255165100097656
2019.03.21.14.31.20.541, INFO   , Robot in high gear
2019.03.21.14.31.21.558, COMMAND, org.usfirst.frc330.commands.EjectBallOrHatch initialized
2019.03.21.14.31.21.578, COMMAND, org.usfirst.frc330.commands.EjectHatch initialized
2019.03.21.14.31.21.580, INFO   , Reversing Roller: Hatch
2019.03.21.14.31.21.580, COMMAND, org.usfirst.frc330.commands.EjectHatch ended
2019.03.21.14.31.21.587, INFO   , Target lost
2019.03.21.14.31.21.598, COMMAND, org.usfirst.frc330.commands.EjectBallOrHatch ended
2019.03.21.14.31.21.605, INFO   , Target acquired
2019.03.21.14.31.21.627, INFO   , Target lost
2019.03.21.14.31.21.779, WARNING, Aiming ended with no target!
2019.03.21.14.31.21.782, COMMAND, org.usfirst.frc330.commands.AutoStear interrupted
2019.03.21.14.31.21.800, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.21.14.31.22.086, INFO   , Target acquired
2019.03.21.14.31.22.186, INFO   , Target lost
2019.03.21.14.31.22.204, INFO   , Target acquired
2019.03.21.14.31.22.226, INFO   , Target lost
2019.03.21.14.31.22.226, INFO   , Hatch attained
2019.03.21.14.31.22.245, INFO   , Target acquired
2019.03.21.14.31.22.318, COMMAND, org.usfirst.frc330.commands.HandOut interrupted
2019.03.21.14.31.22.337, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall initialized
2019.03.21.14.31.22.338, WARNING, Not turning on roller slow because don't have ball
2019.03.21.14.31.22.340, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall ended
2019.03.21.14.31.22.340, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.21.14.31.22.361, INFO   , Target lost
2019.03.21.14.31.22.377, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.21.14.31.22.378, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.21.14.31.22.398, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup initialized
2019.03.21.14.31.22.398, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall initialized
2019.03.21.14.31.22.398, INFO   , Has Ball: false
2019.03.21.14.31.22.398, INFO   , Sensor: 9.96625885746101
2019.03.21.14.31.22.399, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall ended
2019.03.21.14.31.22.399, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.03.21.14.31.22.400, INFO   , Opening Claw
2019.03.21.14.31.22.400, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.03.21.14.31.22.400, COMMAND, org.usfirst.frc330.commands.RollerOnBall initialized
2019.03.21.14.31.22.401, INFO   , Turning Roller On: Ball
2019.03.21.14.31.22.402, COMMAND, org.usfirst.frc330.commands.RollerOnBall ended
2019.03.21.14.31.22.402, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.31.22.403, INFO   , Setting hand angle to: -38.0
2019.03.21.14.31.22.404, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.31.22.404, INFO   , Lift Setpoint: 0.0
2019.03.21.14.31.22.405, INFO   , Lift Final Position: -0.061778022460937505
2019.03.21.14.31.22.405, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.03.21.14.31.22.858, INFO   , Final hand setpoint: -37.8890625
2019.03.21.14.31.22.858, INFO   , Final hand angle: -37.1859375
2019.03.21.14.31.22.858, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.03.21.14.31.22.859, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.03.21.14.31.23.279, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.03.21.14.31.23.279, COMMAND, org.usfirst.frc330.commands.SensorCloseClawBall initialized
2019.03.21.14.31.24.268, INFO   , Ball attained
2019.03.21.14.31.24.307, COMMAND, org.usfirst.frc330.commands.SensorCloseClawBall interrupted
2019.03.21.14.31.24.307, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup ended
2019.03.21.14.31.24.308, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup interrupted
2019.03.21.14.31.24.316, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.03.21.14.31.24.317, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall initialized
2019.03.21.14.31.24.318, INFO   , Turning Roller On: Slow
2019.03.21.14.31.24.319, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall ended
2019.03.21.14.31.24.319, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.03.21.14.31.24.321, INFO   , CLosing Claw
2019.03.21.14.31.24.321, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.03.21.14.31.24.321, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.31.24.322, INFO   , Lift Setpoint: 0.0
2019.03.21.14.31.24.322, INFO   , Lift Final Position: -0.061778022460937505
2019.03.21.14.31.24.322, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.03.21.14.31.24.322, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.31.24.323, INFO   , Setting hand angle to: 57.0
2019.03.21.14.31.24.920, INFO   , Final hand setpoint: 57.120703125
2019.03.21.14.31.24.921, INFO   , Final hand angle: 38.312109375
2019.03.21.14.31.24.921, COMMAND, org.usfirst.frc330.commands.SetHandAngle interrupted
2019.03.21.14.31.24.921, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.03.21.14.31.24.922, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense interrupted
2019.03.21.14.31.24.940, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor initialized
2019.03.21.14.31.24.942, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor ended
2019.03.21.14.31.24.942, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.21.14.31.24.957, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.21.14.31.25.087, INFO   , Target acquired
2019.03.21.14.31.25.499, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.21.14.31.25.518, COMMAND, org.usfirst.frc330.commands.HandOut initialized
2019.03.21.14.31.25.698, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.03.21.14.31.25.718, COMMAND, org.usfirst.frc330.commands.AutoStear initialized
2019.03.21.14.31.25.718, INFO   , Aiming started with target at: 6.817657470703125
2019.03.21.14.31.25.719, INFO   , Robot in high gear
2019.03.21.14.31.25.842, INFO   , Target lost
2019.03.21.14.31.25.866, INFO   , Target acquired
2019.03.21.14.31.26.065, INFO   , Target lost
2019.03.21.14.31.26.165, INFO   , Target acquired
2019.03.21.14.31.26.186, INFO   , Target lost
2019.03.21.14.31.26.266, INFO   , Target acquired
2019.03.21.14.31.26.289, INFO   , Target lost
2019.03.21.14.31.26.425, INFO   , Target acquired
2019.03.21.14.31.26.464, INFO   , Target lost
2019.03.21.14.31.26.487, INFO   , Target acquired
2019.03.21.14.31.26.698, COMMAND, org.usfirst.frc330.commands.EjectBallOrHatch initialized
2019.03.21.14.31.26.719, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall initialized
2019.03.21.14.31.26.720, COMMAND, org.usfirst.frc330.commands.ReversePickupBall initialized
2019.03.21.14.31.26.721, INFO   , Reversing Roller: Ball
2019.03.21.14.31.26.722, COMMAND, org.usfirst.frc330.commands.ReversePickupBall ended
2019.03.21.14.31.26.722, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.03.21.14.31.27.058, INFO   , Aiming ended with target at: 3.19580078125
2019.03.21.14.31.27.058, COMMAND, org.usfirst.frc330.commands.AutoStear interrupted
2019.03.21.14.31.27.078, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.21.14.31.27.119, COMMAND, org.usfirst.frc330.commands.HandOut interrupted
2019.03.21.14.31.27.120, COMMAND, org.usfirst.frc330.commands.EjectBallOrHatch interrupted
2019.03.21.14.31.27.140, INFO   , Turning Roller off
2019.03.21.14.31.27.140, COMMAND, org.usfirst.frc330.commands.WaitCommand interrupted
2019.03.21.14.31.27.140, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall ended
2019.03.21.14.31.27.140, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall interrupted
2019.03.21.14.31.27.140, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall initialized
2019.03.21.14.31.27.140, WARNING, Not turning on roller slow because don't have ball
2019.03.21.14.31.27.148, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall ended
2019.03.21.14.31.27.148, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.21.14.31.27.238, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.21.14.31.27.238, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.21.14.31.27.257, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup initialized
2019.03.21.14.31.27.257, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall initialized
2019.03.21.14.31.27.258, INFO   , Has Ball: false
2019.03.21.14.31.27.259, INFO   , Sensor: 11.351966069476468
2019.03.21.14.31.27.259, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall ended
2019.03.21.14.31.27.259, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.03.21.14.31.27.261, INFO   , Opening Claw
2019.03.21.14.31.27.261, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.03.21.14.31.27.262, COMMAND, org.usfirst.frc330.commands.RollerOnBall initialized
2019.03.21.14.31.27.262, INFO   , Turning Roller On: Ball
2019.03.21.14.31.27.263, COMMAND, org.usfirst.frc330.commands.RollerOnBall ended
2019.03.21.14.31.27.263, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.31.27.265, INFO   , Setting hand angle to: -38.0
2019.03.21.14.31.27.266, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.31.27.378, INFO   , Final hand setpoint: -37.8890625
2019.03.21.14.31.27.379, INFO   , Final hand angle: 50.0015625
2019.03.21.14.31.27.379, COMMAND, org.usfirst.frc330.commands.SetHandAngle interrupted
2019.03.21.14.31.27.379, INFO   , Lift Setpoint: 0.0
2019.03.21.14.31.27.380, INFO   , Lift Final Position: 2.476492900390625
2019.03.21.14.31.27.380, COMMAND, org.usfirst.frc330.commands.SetLiftPosition interrupted
2019.03.21.14.31.27.380, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup ended
2019.03.21.14.31.27.381, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup interrupted
2019.03.21.14.31.27.400, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.03.21.14.31.27.401, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall initialized
2019.03.21.14.31.27.401, WARNING, Not turning on roller slow because don't have ball
2019.03.21.14.31.27.404, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall ended
2019.03.21.14.31.27.404, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.03.21.14.31.27.409, INFO   , CLosing Claw
2019.03.21.14.31.27.410, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.03.21.14.31.27.410, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.31.27.411, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.31.27.411, INFO   , Setting hand angle to: 57.0
2019.03.21.14.31.27.587, INFO   , Target lost
2019.03.21.14.31.27.599, INFO   , Final hand setpoint: 57.120703125
2019.03.21.14.31.27.601, INFO   , Final hand angle: 56.50546875
2019.03.21.14.31.27.601, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.03.21.14.31.27.645, INFO   , Hatch attained
2019.03.21.14.31.27.659, INFO   , Lift Setpoint: 0.0
2019.03.21.14.31.27.659, INFO   , Lift Final Position: 0.778940283203125
2019.03.21.14.31.27.659, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.03.21.14.31.27.660, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.03.21.14.31.27.679, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.21.14.31.27.679, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.21.14.31.27.718, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.21.14.31.27.718, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.21.14.31.27.739, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup initialized
2019.03.21.14.31.27.739, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall initialized
2019.03.21.14.31.27.740, INFO   , Has Ball: false
2019.03.21.14.31.27.740, INFO   , Sensor: 10.971815083835246
2019.03.21.14.31.27.741, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall ended
2019.03.21.14.31.27.741, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.03.21.14.31.27.743, INFO   , Opening Claw
2019.03.21.14.31.27.743, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.03.21.14.31.27.744, COMMAND, org.usfirst.frc330.commands.RollerOnBall initialized
2019.03.21.14.31.27.744, INFO   , Turning Roller On: Ball
2019.03.21.14.31.27.744, COMMAND, org.usfirst.frc330.commands.RollerOnBall ended
2019.03.21.14.31.27.745, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.31.27.746, INFO   , Setting hand angle to: -38.0
2019.03.21.14.31.27.747, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.31.27.749, INFO   , Lift Setpoint: 0.0
2019.03.21.14.31.27.749, INFO   , Lift Final Position: 0.19742107177734375
2019.03.21.14.31.27.750, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.03.21.14.31.28.365, INFO   , Target acquired
2019.03.21.14.31.28.399, INFO   , Final hand setpoint: -37.8890625
2019.03.21.14.31.28.399, INFO   , Final hand angle: -36.30703125
2019.03.21.14.31.28.400, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.03.21.14.31.28.400, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.03.21.14.31.28.646, INFO   , Target lost
2019.03.21.14.31.28.818, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.03.21.14.31.28.819, COMMAND, org.usfirst.frc330.commands.SensorCloseClawBall initialized
2019.03.21.14.31.30.146, INFO   , Ball attained
2019.03.21.14.31.30.207, INFO   , Ball in range: true
2019.03.21.14.31.30.210, INFO   , Sensor: 1.864556204423968
2019.03.21.14.31.30.210, COMMAND, org.usfirst.frc330.commands.SensorCloseClawBall ended
2019.03.21.14.31.30.210, COMMAND, org.usfirst.frc330.commands.RollerUntilBall initialized
2019.03.21.14.31.30.210, INFO   , Turning Roller On: Ball
2019.03.21.14.31.30.480, INFO   , Turning Roller On: Slow
2019.03.21.14.31.30.485, INFO   , Sensor Distance: 1.5168343448089794
2019.03.21.14.31.30.486, COMMAND, org.usfirst.frc330.commands.RollerUntilBall ended
2019.03.21.14.31.30.486, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.03.21.14.31.30.487, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall initialized
2019.03.21.14.31.30.487, INFO   , Turning Roller On: Slow
2019.03.21.14.31.30.487, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall ended
2019.03.21.14.31.30.487, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.03.21.14.31.30.489, INFO   , CLosing Claw
2019.03.21.14.31.30.489, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.03.21.14.31.30.491, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.31.30.491, INFO   , Lift Setpoint: 0.0
2019.03.21.14.31.30.492, INFO   , Lift Final Position: -0.05372001953125
2019.03.21.14.31.30.492, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.03.21.14.31.30.492, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.31.30.493, INFO   , Setting hand angle to: 57.0
2019.03.21.14.31.30.618, INFO   , Final hand setpoint: 57.120703125
2019.03.21.14.31.30.619, INFO   , Final hand angle: -37.01015625
2019.03.21.14.31.30.620, COMMAND, org.usfirst.frc330.commands.SetHandAngle interrupted
2019.03.21.14.31.30.621, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.03.21.14.31.30.621, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense interrupted
2019.03.21.14.31.30.621, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup ended
2019.03.21.14.31.30.621, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup interrupted
2019.03.21.14.31.30.640, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.03.21.14.31.30.640, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall initialized
2019.03.21.14.31.30.641, INFO   , Turning Roller On: Slow
2019.03.21.14.31.30.641, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall ended
2019.03.21.14.31.30.641, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.03.21.14.31.30.643, INFO   , CLosing Claw
2019.03.21.14.31.30.643, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.03.21.14.31.30.643, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.31.30.644, INFO   , Lift Setpoint: 0.0
2019.03.21.14.31.30.644, INFO   , Lift Final Position: -0.055063020019531256
2019.03.21.14.31.30.644, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.03.21.14.31.30.644, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.31.30.645, INFO   , Setting hand angle to: 57.0
2019.03.21.14.31.31.004, INFO   , Target acquired
2019.03.21.14.31.31.218, INFO   , Final hand setpoint: 57.120703125
2019.03.21.14.31.31.218, INFO   , Final hand angle: 55.80234375
2019.03.21.14.31.31.218, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.03.21.14.31.31.218, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.03.21.14.31.31.237, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.21.14.31.31.238, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.21.14.31.31.498, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.21.14.31.31.518, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor initialized
2019.03.21.14.31.31.520, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor ended
2019.03.21.14.31.31.527, INFO   , Target lost
2019.03.21.14.31.31.538, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.21.14.31.31.598, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.03.21.14.31.31.617, COMMAND, org.usfirst.frc330.commands.AutoStear initialized
2019.03.21.14.31.31.618, WARNING, Aiming started with no target!
2019.03.21.14.31.31.619, INFO   , Robot in high gear
2019.03.21.14.31.31.666, INFO   , Target acquired
2019.03.21.14.31.32.038, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.21.14.31.32.058, COMMAND, org.usfirst.frc330.commands.HandOut initialized
2019.03.21.14.31.32.302, INFO   , Target lost
2019.03.21.14.31.32.326, INFO   , Target acquired
2019.03.21.14.31.32.366, INFO   , Target lost
2019.03.21.14.31.32.627, INFO   , Target acquired
2019.03.21.14.31.32.778, COMMAND, org.usfirst.frc330.commands.EjectBallOrHatch initialized
2019.03.21.14.31.32.798, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall initialized
2019.03.21.14.31.32.798, COMMAND, org.usfirst.frc330.commands.ReversePickupBall initialized
2019.03.21.14.31.32.800, INFO   , Reversing Roller: Ball
2019.03.21.14.31.32.800, COMMAND, org.usfirst.frc330.commands.ReversePickupBall ended
2019.03.21.14.31.32.800, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.03.21.14.31.33.077, INFO   , Aiming ended with target at: 5.153633117675781
2019.03.21.14.31.33.078, COMMAND, org.usfirst.frc330.commands.AutoStear interrupted
2019.03.21.14.31.33.098, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.21.14.31.33.200, COMMAND, org.usfirst.frc330.commands.HandOut interrupted
2019.03.21.14.31.33.201, COMMAND, org.usfirst.frc330.commands.EjectBallOrHatch interrupted
2019.03.21.14.31.33.219, INFO   , Turning Roller off
2019.03.21.14.31.33.220, COMMAND, org.usfirst.frc330.commands.WaitCommand interrupted
2019.03.21.14.31.33.221, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall ended
2019.03.21.14.31.33.221, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall interrupted
2019.03.21.14.31.33.222, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall initialized
2019.03.21.14.31.33.222, WARNING, Not turning on roller slow because don't have ball
2019.03.21.14.31.33.231, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall ended
2019.03.21.14.31.33.231, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.21.14.31.33.298, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.21.14.31.33.298, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
