2019.02.28.16.48.18.217, INFO   , Logger filename: BB2019_Log_CAOC_Practice23_2019.02.28.16.48.17.416.txt
2019.02.28.16.50.20.152, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.50.20.152, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.02.28.16.50.20.171, COMMAND, org.usfirst.frc330.commands.LoadHatch initialized
2019.02.28.16.50.20.174, INFO   , Retracting Kicker
2019.02.28.16.50.20.175, INFO   , Opening Claw
2019.02.28.16.50.20.177, INFO   , Turning Roller off
2019.02.28.16.50.25.632, COMMAND, org.usfirst.frc330.commands.LoadHatch interrupted
2019.02.28.16.50.25.653, COMMAND, org.usfirst.frc330.commands.commandgroups.HatchDefense initialized
2019.02.28.16.50.25.653, COMMAND, org.usfirst.frc330.commands.RollerOff initialized
2019.02.28.16.50.25.654, INFO   , Turning Roller off
2019.02.28.16.50.25.654, COMMAND, org.usfirst.frc330.commands.RollerOff ended
2019.02.28.16.50.25.654, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.02.28.16.50.25.656, INFO   , CLosing Claw
2019.02.28.16.50.25.657, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.02.28.16.50.25.657, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.50.26.172, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.50.26.173, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.50.26.174, INFO   , Lift Setpoint: 0.0
2019.02.28.16.50.26.175, INFO   , Lift Final Position: -0.06043502197265625
2019.02.28.16.50.26.176, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.50.26.176, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.50.26.178, INFO   , Setting hand angle to: 57.0
2019.02.28.16.50.26.653, INFO   , Final wrist setpoint: 57.120703125
2019.02.28.16.50.26.654, INFO   , Final hand angle: 55.187109375
2019.02.28.16.50.26.654, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.02.28.16.50.26.655, COMMAND, org.usfirst.frc330.commands.commandgroups.HatchDefense ended
2019.02.28.16.50.26.672, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.50.26.673, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.02.28.16.50.29.052, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.50.29.072, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor initialized
2019.02.28.16.50.29.073, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor ended
2019.02.28.16.50.29.091, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.50.29.552, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.50.29.572, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor initialized
2019.02.28.16.50.29.573, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor ended
2019.02.28.16.50.29.592, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.50.31.112, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.02.28.16.50.31.132, COMMAND, org.usfirst.frc330.commands.HandOut initialized
2019.02.28.16.50.33.972, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall initialized
2019.02.28.16.50.33.973, COMMAND, org.usfirst.frc330.commands.BallKickExtend initialized
2019.02.28.16.50.33.975, INFO   , Extending Kicker
2019.02.28.16.50.33.975, COMMAND, org.usfirst.frc330.commands.BallKickExtend ended
2019.02.28.16.50.33.975, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.50.34.092, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.50.34.092, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.02.28.16.50.34.093, INFO   , Opening Claw
2019.02.28.16.50.34.093, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.02.28.16.50.34.093, COMMAND, org.usfirst.frc330.commands.ReversePickup initialized
2019.02.28.16.50.34.095, INFO   , Reversing Roller
2019.02.28.16.50.34.095, COMMAND, org.usfirst.frc330.commands.ReversePickup ended
2019.02.28.16.50.34.095, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.50.35.112, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.50.35.112, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.50.35.693, COMMAND, org.usfirst.frc330.commands.HandOut interrupted
2019.02.28.16.50.35.712, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.02.28.16.50.35.833, INFO   , Turning Roller off
2019.02.28.16.50.35.836, INFO   , Retracting Kicker
2019.02.28.16.50.35.836, COMMAND, org.usfirst.frc330.commands.WaitCommand interrupted
2019.02.28.16.50.35.836, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall ended
2019.02.28.16.50.35.836, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall interrupted
2019.02.28.16.50.35.837, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.50.35.837, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.02.28.16.50.35.853, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup initialized
2019.02.28.16.50.35.853, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall initialized
2019.02.28.16.50.35.854, INFO   , Has Ball: false
2019.02.28.16.50.35.854, INFO   , Sensor: 8.56007831010216
2019.02.28.16.50.35.854, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall ended
2019.02.28.16.50.35.855, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.02.28.16.50.35.856, INFO   , Opening Claw
2019.02.28.16.50.35.856, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.02.28.16.50.35.857, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.50.35.857, INFO   , Turning Roller On to 1.0% speed
2019.02.28.16.50.35.858, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.50.35.860, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.50.35.861, INFO   , Setting hand angle to: -49.5
2019.02.28.16.50.35.862, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.50.36.012, INFO   , Final wrist setpoint: -49.402734375
2019.02.28.16.50.36.012, INFO   , Final hand angle: 11.153906249999999
2019.02.28.16.50.36.013, COMMAND, org.usfirst.frc330.commands.SetHandAngle interrupted
2019.02.28.16.50.36.014, INFO   , Lift Setpoint: 0.0
2019.02.28.16.50.36.015, INFO   , Lift Final Position: 27.49524899658203
2019.02.28.16.50.36.016, COMMAND, org.usfirst.frc330.commands.SetLiftPosition interrupted
2019.02.28.16.50.36.016, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup ended
2019.02.28.16.50.36.016, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup interrupted
2019.02.28.16.50.36.032, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.02.28.16.50.36.032, COMMAND, org.usfirst.frc330.commands.BallKickRetract initialized
2019.02.28.16.50.36.035, INFO   , Retracting Kicker
2019.02.28.16.50.36.035, COMMAND, org.usfirst.frc330.commands.BallKickRetract ended
2019.02.28.16.50.36.035, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.50.36.036, INFO   , Turning Roller On to 0.1% speed
2019.02.28.16.50.36.036, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.50.36.036, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.02.28.16.50.36.038, INFO   , CLosing Claw
2019.02.28.16.50.36.039, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.02.28.16.50.36.039, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.50.36.041, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.50.36.044, INFO   , Setting hand angle to: 57.0
2019.02.28.16.50.36.514, INFO   , Final wrist setpoint: 57.120703125
2019.02.28.16.50.36.516, INFO   , Final hand angle: 57.296484375
2019.02.28.16.50.36.516, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.02.28.16.50.37.833, INFO   , Lift Setpoint: 0.0
2019.02.28.16.50.37.833, INFO   , Lift Final Position: 0.4418471606445313
2019.02.28.16.50.37.833, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.50.37.833, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.02.28.16.50.37.852, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.50.37.852, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.02.28.16.50.38.232, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.50.38.232, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.02.28.16.50.38.253, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup initialized
2019.02.28.16.50.38.253, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall initialized
2019.02.28.16.50.38.253, INFO   , Has Ball: false
2019.02.28.16.50.38.254, INFO   , Sensor: 8.429297113992662
2019.02.28.16.50.38.254, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall ended
2019.02.28.16.50.38.254, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.02.28.16.50.38.256, INFO   , Opening Claw
2019.02.28.16.50.38.256, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.02.28.16.50.38.256, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.50.38.257, INFO   , Turning Roller On to 1.0% speed
2019.02.28.16.50.38.257, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.50.38.257, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.50.38.260, INFO   , Setting hand angle to: -49.5
2019.02.28.16.50.38.260, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.50.38.262, INFO   , Lift Setpoint: 0.0
2019.02.28.16.50.38.263, INFO   , Lift Final Position: 0.026860009765625
2019.02.28.16.50.38.264, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.50.39.113, INFO   , Final wrist setpoint: -49.402734375
2019.02.28.16.50.39.114, INFO   , Final hand angle: -47.90859375
2019.02.28.16.50.39.115, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.02.28.16.50.39.115, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.50.39.152, COMMAND, org.usfirst.frc330.commands.WaitCommand interrupted
2019.02.28.16.50.39.153, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup ended
2019.02.28.16.50.39.153, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup interrupted
2019.02.28.16.50.39.172, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.02.28.16.50.39.172, COMMAND, org.usfirst.frc330.commands.BallKickRetract initialized
2019.02.28.16.50.39.174, INFO   , Retracting Kicker
2019.02.28.16.50.39.175, COMMAND, org.usfirst.frc330.commands.BallKickRetract ended
2019.02.28.16.50.39.175, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.50.39.177, INFO   , Turning Roller On to 0.1% speed
2019.02.28.16.50.39.177, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.50.39.177, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.02.28.16.50.39.180, INFO   , CLosing Claw
2019.02.28.16.50.39.180, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.02.28.16.50.39.181, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.50.39.182, INFO   , Lift Setpoint: 0.0
2019.02.28.16.50.39.182, INFO   , Lift Final Position: 0.01208700439453125
2019.02.28.16.50.39.182, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.50.39.182, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.50.39.184, INFO   , Setting hand angle to: 57.0
2019.02.28.16.50.40.175, INFO   , Final wrist setpoint: 57.120703125
2019.02.28.16.50.40.176, INFO   , Final hand angle: 57.648046875
2019.02.28.16.50.40.176, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.02.28.16.50.40.177, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.02.28.16.50.40.192, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.50.40.193, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.02.28.16.50.44.492, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.50.44.492, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.02.28.16.50.44.512, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup initialized
2019.02.28.16.50.44.513, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall initialized
2019.02.28.16.50.44.514, INFO   , Has Ball: false
2019.02.28.16.50.44.514, INFO   , Sensor: 8.410929080227671
2019.02.28.16.50.44.514, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall ended
2019.02.28.16.50.44.515, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.02.28.16.50.44.517, INFO   , Opening Claw
2019.02.28.16.50.44.518, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.02.28.16.50.44.518, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.50.44.519, INFO   , Turning Roller On to 1.0% speed
2019.02.28.16.50.44.520, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.50.44.520, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.50.44.521, INFO   , Setting hand angle to: -49.5
2019.02.28.16.50.44.521, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.50.44.522, INFO   , Lift Setpoint: 0.0
2019.02.28.16.50.44.523, INFO   , Lift Final Position: -0.016116005859375
2019.02.28.16.50.44.523, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.50.45.393, INFO   , Final wrist setpoint: -49.402734375
2019.02.28.16.50.45.395, INFO   , Final hand angle: -48.699609375
2019.02.28.16.50.45.396, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.02.28.16.50.45.396, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.50.45.812, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.50.45.813, COMMAND, org.usfirst.frc330.commands.SensorCloseClawBall initialized
2019.02.28.16.50.46.815, INFO   , CLosing Claw
2019.02.28.16.50.46.865, INFO   , Ball in range: true
2019.02.28.16.50.46.873, INFO   , Sensor: 4.1602195132267905
2019.02.28.16.50.46.874, COMMAND, org.usfirst.frc330.commands.SensorCloseClawBall ended
2019.02.28.16.50.46.874, COMMAND, org.usfirst.frc330.commands.RollerUntilBall initialized
2019.02.28.16.50.46.876, INFO   , Turning Roller On
2019.02.28.16.50.47.132, INFO   , Turning Roller off
2019.02.28.16.50.47.137, INFO   , Sensor Distance: 1.6359239250349742
2019.02.28.16.50.47.137, COMMAND, org.usfirst.frc330.commands.RollerUntilBall ended
2019.02.28.16.50.47.137, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.02.28.16.50.47.137, COMMAND, org.usfirst.frc330.commands.BallKickRetract initialized
2019.02.28.16.50.47.139, INFO   , Retracting Kicker
2019.02.28.16.50.47.139, COMMAND, org.usfirst.frc330.commands.BallKickRetract ended
2019.02.28.16.50.47.140, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.50.47.142, INFO   , Turning Roller On to 0.1% speed
2019.02.28.16.50.47.142, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.50.47.142, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.02.28.16.50.47.143, INFO   , CLosing Claw
2019.02.28.16.50.47.143, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.02.28.16.50.47.144, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.50.47.145, INFO   , Lift Setpoint: 0.0
2019.02.28.16.50.47.145, INFO   , Lift Final Position: -0.018802006835937503
2019.02.28.16.50.47.145, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.50.47.146, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.50.47.147, INFO   , Setting hand angle to: 57.0
2019.02.28.16.50.47.173, INFO   , Final wrist setpoint: 57.120703125
2019.02.28.16.50.47.175, INFO   , Final hand angle: -48.699609375
2019.02.28.16.50.47.175, COMMAND, org.usfirst.frc330.commands.SetHandAngle interrupted
2019.02.28.16.50.47.175, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.02.28.16.50.47.176, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense interrupted
2019.02.28.16.50.47.176, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup ended
2019.02.28.16.50.47.176, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup interrupted
2019.02.28.16.50.47.197, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.02.28.16.50.47.198, COMMAND, org.usfirst.frc330.commands.BallKickRetract initialized
2019.02.28.16.50.47.200, INFO   , Retracting Kicker
2019.02.28.16.50.47.200, COMMAND, org.usfirst.frc330.commands.BallKickRetract ended
2019.02.28.16.50.47.201, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.50.47.202, INFO   , Turning Roller On to 0.1% speed
2019.02.28.16.50.47.202, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.50.47.203, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.02.28.16.50.47.204, INFO   , CLosing Claw
2019.02.28.16.50.47.205, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.02.28.16.50.47.205, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.50.47.205, INFO   , Lift Setpoint: 0.0
2019.02.28.16.50.47.207, INFO   , Lift Final Position: -0.018802006835937503
2019.02.28.16.50.47.207, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.50.47.207, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.50.47.208, INFO   , Setting hand angle to: 57.0
2019.02.28.16.50.48.133, INFO   , Final wrist setpoint: 57.120703125
2019.02.28.16.50.48.134, INFO   , Final hand angle: 57.56015625
2019.02.28.16.50.48.135, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.02.28.16.50.48.135, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.02.28.16.50.48.153, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.50.48.153, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.02.28.16.50.51.952, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.50.51.972, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor initialized
2019.02.28.16.50.51.974, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor ended
2019.02.28.16.50.51.993, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.50.56.453, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.50.56.472, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor initialized
2019.02.28.16.50.56.474, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor ended
2019.02.28.16.50.56.492, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.50.57.152, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.02.28.16.50.57.173, COMMAND, org.usfirst.frc330.commands.HandOut initialized
2019.02.28.16.51.01.292, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall initialized
2019.02.28.16.51.01.292, COMMAND, org.usfirst.frc330.commands.BallKickExtend initialized
2019.02.28.16.51.01.293, INFO   , Extending Kicker
2019.02.28.16.51.01.293, COMMAND, org.usfirst.frc330.commands.BallKickExtend ended
2019.02.28.16.51.01.293, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.51.01.412, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.51.01.412, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.02.28.16.51.01.413, INFO   , Opening Claw
2019.02.28.16.51.01.413, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.02.28.16.51.01.413, COMMAND, org.usfirst.frc330.commands.ReversePickup initialized
2019.02.28.16.51.01.414, INFO   , Reversing Roller
2019.02.28.16.51.01.414, COMMAND, org.usfirst.frc330.commands.ReversePickup ended
2019.02.28.16.51.01.414, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.51.02.432, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.51.02.433, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.51.03.453, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.51.03.453, COMMAND, org.usfirst.frc330.commands.RollerOff initialized
2019.02.28.16.51.03.454, INFO   , Turning Roller off
2019.02.28.16.51.03.455, COMMAND, org.usfirst.frc330.commands.RollerOff ended
2019.02.28.16.51.03.455, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall ended
2019.02.28.16.51.05.173, COMMAND, org.usfirst.frc330.commands.HandOut interrupted
2019.02.28.16.51.05.192, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.02.28.16.51.05.272, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.51.05.272, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.02.28.16.51.05.293, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup initialized
2019.02.28.16.51.05.293, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall initialized
2019.02.28.16.51.05.293, INFO   , Has Ball: false
2019.02.28.16.51.05.294, INFO   , Sensor: 8.636587319909374
2019.02.28.16.51.05.294, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall ended
2019.02.28.16.51.05.294, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.02.28.16.51.05.296, INFO   , Opening Claw
2019.02.28.16.51.05.296, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.02.28.16.51.05.296, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.51.05.297, INFO   , Turning Roller On to 1.0% speed
2019.02.28.16.51.05.297, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.51.05.298, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.51.05.299, INFO   , Setting hand angle to: -49.5
2019.02.28.16.51.05.300, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.51.05.415, INFO   , Final wrist setpoint: -49.402734375
2019.02.28.16.51.05.416, INFO   , Final hand angle: 41.651953125
2019.02.28.16.51.05.416, COMMAND, org.usfirst.frc330.commands.SetHandAngle interrupted
2019.02.28.16.51.05.417, INFO   , Lift Setpoint: 0.0
2019.02.28.16.51.05.419, INFO   , Lift Final Position: 17.119227224121094
2019.02.28.16.51.05.419, COMMAND, org.usfirst.frc330.commands.SetLiftPosition interrupted
2019.02.28.16.51.05.420, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup ended
2019.02.28.16.51.05.420, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup interrupted
2019.02.28.16.51.05.433, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.02.28.16.51.05.433, COMMAND, org.usfirst.frc330.commands.BallKickRetract initialized
2019.02.28.16.51.05.434, INFO   , Retracting Kicker
2019.02.28.16.51.05.435, COMMAND, org.usfirst.frc330.commands.BallKickRetract ended
2019.02.28.16.51.05.435, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.51.05.436, INFO   , Turning Roller On to 0.1% speed
2019.02.28.16.51.05.437, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.51.05.437, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.02.28.16.51.05.439, INFO   , CLosing Claw
2019.02.28.16.51.05.439, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.02.28.16.51.05.440, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.51.05.441, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.51.05.441, INFO   , Setting hand angle to: 57.0
2019.02.28.16.51.05.694, INFO   , Final wrist setpoint: 57.120703125
2019.02.28.16.51.05.695, INFO   , Final hand angle: 57.384375
2019.02.28.16.51.05.695, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.02.28.16.51.06.553, INFO   , Lift Setpoint: 0.0
2019.02.28.16.51.06.553, INFO   , Lift Final Position: 0.37738313720703126
2019.02.28.16.51.06.554, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.51.06.554, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.02.28.16.51.06.572, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.51.06.572, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.02.28.16.51.09.292, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.51.09.292, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.02.28.16.51.09.312, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup initialized
2019.02.28.16.51.09.313, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall initialized
2019.02.28.16.51.09.313, INFO   , Has Ball: false
2019.02.28.16.51.09.314, INFO   , Sensor: 8.302326942038764
2019.02.28.16.51.09.314, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall ended
2019.02.28.16.51.09.314, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.02.28.16.51.09.315, INFO   , Opening Claw
2019.02.28.16.51.09.316, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.02.28.16.51.09.316, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.51.09.318, INFO   , Turning Roller On to 1.0% speed
2019.02.28.16.51.09.319, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.51.09.319, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.51.09.320, INFO   , Setting hand angle to: -49.5
2019.02.28.16.51.09.321, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.51.09.322, INFO   , Lift Setpoint: 0.0
2019.02.28.16.51.09.322, INFO   , Lift Final Position: 0.014773005371093752
2019.02.28.16.51.09.322, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.51.10.174, INFO   , Final wrist setpoint: -49.402734375
2019.02.28.16.51.10.175, INFO   , Final hand angle: -48.7875
2019.02.28.16.51.10.176, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
